ranking	app_name	publisher	ranking_type	ranking_change	has_in_app_purchases	report_date
228	Voice Text	Ivo Valcic	Paid	▲9	0	2013-07-06
228	RenWeb Home	RenWeb	Grossing	▲32	1	2013-07-06
229	Real Estate by Trulia - Homes for Sale & Apartments for Rent	Trulia	Free	▼10	0	2013-07-06
229	Zombieville USA	Mika Mobile, Inc.	Paid	▲1	0	2013-07-06
229	Map My Ride+ - GPS Cycling, Riding, Workout Tracking and Calorie Counter	MapMyFitness	Grossing	▲166	1	2013-07-06
230	WeChat	WeChat	Free	▲7	1	2013-07-06
230	Tweetbot for Twitter (iPhone & iPod touch)	Tapbots	Paid	▲3	0	2013-07-06
230	The Sims 3	Electronic Arts	Grossing	▲1	1	2013-07-06
231	Ibotta - Cash, Not Coupons	Ibotta, Inc.	Free	▼4	0	2013-07-06
231	Minecraft Skin Studio - Official Skins Creator for Minecraft	57Digital Ltd	Paid	▲11	1	2013-07-06
231	Slots Journey	FishSticks Games	Grossing	▲15	1	2013-07-06
232	Minutely	Ourcast, Inc.	Free	(new)	0	2013-07-06
232	Marine&Lakes: USA	Navionics	Paid	▼17	1	2013-07-06
232	iTranslate Voice	Sonico GmbH	Grossing	▲20	1	2013-07-06
233	WATCH ABC	ABC Digital	Free	▲39	0	2013-07-06
233	7-Minute Workout (High Intensity Training)	lolo	Paid	▲61	0	2013-07-06
233	Pirate Maidens	Aeria Mobile	Grossing	▼27	1	2013-07-06
234	AE	American Eagle Outfitters	Free	▼123	0	2013-07-06
234	TempoRun	TempoRun LLC	Paid	▼78	0	2013-07-06
234	MLB Dream Nine Mobile	Konami Digital Entertainment	Grossing	▲220	1	2013-07-06
235	App Icons - Home Screen Icons, Skins, Frames, Backgrounds, Custom Themes and Icon Maker	Matsvei Tsimashenka	Free	▲3	0	2013-07-06
235	White Noise	TMSOFT	Paid	▼31	1	2013-07-06
235	Fruit Ninja	Halfbrick Studios	Grossing	▲12	1	2013-07-06
236	Facebook Pages Manager	Facebook, Inc.	Free	▲21	0	2013-07-06
236	Gangstar Vegas	Gameloft	Paid	▼24	1	2013-07-06
236	Gangstar Vegas	Gameloft	Grossing	▼13	1	2013-07-06
237	Uber	Uber Technologies, Inc.	Free	▼6	0	2013-07-06
237	Need for Speed™ Most Wanted	Electronic Arts	Paid	▼6	1	2013-07-06
237	WhitePages	WhitePages.com	Grossing	▲39	1	2013-07-06
238	Bloons TD Battles	Ninja Kiwi	Free	▼41	1	2013-07-06
238	Jesus Calling Devotional by Sarah Young	Nelson Media, Inc.	Paid	▲62	0	2013-07-06
238	Valor™ HD	Quark Games, Inc.	Grossing	▲7	1	2013-07-06
239	Family Feud® & Friends	Ludia	Free	▲52	1	2013-07-06
239	Icebreaker: A Viking Voyage	Rovio Stars Ltd.	Paid	▼13	1	2013-07-06
239	Battle Beach	Ember Entertainment	Grossing	▼51	1	2013-07-06
240	United Airlines	United Airlines	Free	▲8	0	2013-07-06
240	Battery Boost Magic pro	Clear Sky Apps LTD	Paid	▲5	0	2013-07-06
240	Pet Shop Story™	TeamLava	Grossing	▲3	1	2013-07-06
241	Turbo Racing League	PikPok	Free	▼28	1	2013-07-06
241	The Amazing Spider-Man	Gameloft	Paid	▼14	1	2013-07-06
241	Dice With Buddies Free	Scopely - Top Free Apps and Games LLC	Grossing	▲38	1	2013-07-06
242	CBS Sports Fantasy Football & News	CBS Interactive	Free	▲38	0	2013-07-06
242	Runtastic Pedometer Step Counter & Tracker PRO	runtastic	Paid	▲10	0	2013-07-06
242	A Beautiful Mess	Red Velvet Art LLC	Grossing	▼17	1	2013-07-06
243	TimerCam - Self Timer Camera -	Daisuke Yamashita	Free	▼1	0	2013-07-06
243	Peggle	PopCap	Paid	▼22	1	2013-07-06
243	神魔之塔	Mad Head Limited	Grossing	▼5	1	2013-07-06
244	CheckPoints #1 Rewards App And Free Barcode Scanner	inMarket Media, LLC	Free	(new)	0	2013-07-06
244	Mail+ for Outlook	iKonic Apps LLC	Paid	▲26	0	2013-07-06
244	1Password - Password Manager and Secure Wallet	AgileBits Inc.	Grossing	▲11	0	2013-07-06
245	myAT&T	AT&T Services, Inc.	Free	▲41	0	2013-07-06
245	iMuscle 2 - iPhone Edition	3D4Medical.com, LLC	Paid	▼20	0	2013-07-06
245	Sniper Shooter by Fun Games for Free	Fun Games For Free	Grossing	▼13	1	2013-07-06
246	Free Ringtones - Unlimited Ringtone, Text Tone, Email Alert Downloads and Ringtone Maker	Apalon	Free	(new)	1	2013-07-06
246	RISK	Electronic Arts	Paid	▼14	0	2013-07-06
246	Jesus Calling Devotional by Sarah Young	Nelson Media, Inc.	Grossing	▲74	0	2013-07-06
247	VEVO - Watch Free HD Music Videos, Live Concerts, Original Shows & Discover New Artists	VEVO	Free	▼15	0	2013-07-06
247	Color Zen	Large Animal Games	Paid	▼52	1	2013-07-06
247	High Noon	Happylatte	Grossing	▼11	1	2013-07-06
248	MARVEL War of Heroes	Mobage, Inc.	Free	▲27	1	2013-07-06
248	Pimp My Keyboard! Pro	Fung Yi Chan	Paid	▼20	0	2013-07-06
248	Infinite Flight - Flight Simulator	Flying Development Studio LLC	Grossing	▼24	1	2013-07-06
249	Ringtone Designer - Create Unlimited Ringtones, Text Tones, Email Alerts, and More!	BLACKOUT LABS	Free	▼3	0	2013-07-06
249	Weather Live	Apalon	Paid	▲16	0	2013-07-06
249	8 Ball Pool™	Miniclip.com	Grossing	▲18	1	2013-07-06
250	Jaws™ Revenge	Fuse Powered Inc.	Free	▲184	1	2013-07-06
250	Wreck-it Ralph	Disney	Paid	▼6	0	2013-07-06
250	3D MMO Celtic Heroes	One Thumb Mobile	Grossing	▼45	1	2013-07-06
251	iTube FREE - Playlist Manager for YouTube	Shulamit Markish	Free	▼16	1	2013-07-06
251	Guitar Tuner!	Peter Deelstra	Paid	▼29	0	2013-07-06
251	Bus Derby	Dimension Technics	Grossing	▼12	1	2013-07-06
252	Jewel Mania™	TeamLava	Free	▼19	1	2013-07-06
252	I Am T-Pain 2.0	Smule	Paid	▲20	1	2013-07-06
252	Wine Spectator WineRatings+	M. Shanken Communications, Inc.	Grossing	▲10	1	2013-07-06
253	Domino's Pizza USA	Domino's Pizza LLC	Free	▼29	0	2013-07-06
253	FACEinHOLE - Who do you want to be today?	Lisbon Labs	Paid	=	1	2013-07-06
253	Fun Run - Multiplayer Race	dirtyBit	Grossing	▲62	1	2013-07-06
254	Retrica	Sangwon Park	Free	▼1	1	2013-07-06
254	Bloons TD 4	Digital Goldfish Ltd	Paid	▲17	1	2013-07-06
254	Sleep Cycle alarm clock	Maciek Drejak Labs	Grossing	▲21	0	2013-07-06
255	Dictionary.com Dictionary & Thesaurus	Dictionary.com, LLC	Free	▲35	1	2013-07-06
255	iHandy Translator Pro	iHandy Inc.	Paid	▲34	0	2013-07-06
255	Matching With Friends	Zynga Inc.	Grossing	▲16	1	2013-07-06
256	Must-Have Recipes from Better Homes and Gardens	Meredith Corporation	Free	▼7	1	2013-07-06
256	LIVESTRONG.COM - Calorie Tracker - Your Diet and Fitness Calorie Counter for Better Health	LIVESTRONG.COM	Paid	▼10	0	2013-07-06
256	Fashion Story™	TeamLava	Grossing	▲10	1	2013-07-06
257	Crazy Squares: Milk River Run	General Mills Inc.	Free	▲8	0	2013-07-06
257	The World Ends with You: Solo Remix	SQUARE ENIX	Paid	▼33	1	2013-07-06
257	ROBLOX Mobile	Roblox Corporation	Grossing	▲7	1	2013-07-06
258	8tracks Radio	8tracks Inc.	Free	▼7	1	2013-07-06
258	Offroad Legends	Dogbyte Games Kft.	Paid	▼1	1	2013-07-06
258	Happy Street	Godzilab	Grossing	▲37	1	2013-07-06
259	Little Dentist - kids games	George CL	Free	▼12	1	2013-07-06
259	Clear	Realmac Software	Paid	▲16	0	2013-07-06
259	MetalStorm: Aces	Z2Live, Inc	Grossing	▼31	1	2013-07-06
260	Bandsintown Concerts	Bandsintown Inc.	Free	▼4	0	2013-07-06
260	Juxtaposer	Pocket Pixels Inc.	Paid	▼12	0	2013-07-06
260	Walk with Map My Walk+ - GPS Pedometer for Walking, Jogging, Running, Workout Tracking and Calorie Counter	MapMyFitness	Grossing	▲215	1	2013-07-06
261	Angry Birds Free	Rovio Entertainment Ltd	Free	▼21	0	2013-07-06
261	Period Tracker Deluxe	GP Apps	Paid	▲17	1	2013-07-06
261	djay 2 for iPhone	algoriddim	Grossing	▼26	0	2013-07-06
262	Photo Collage ∞	Kai Xia	Free	▲2	0	2013-07-06
262	Sleep Pillow Sounds: white noise machine app	Clear Sky Apps LTD	Paid	▼26	0	2013-07-06
262	Battleship Craft	Phyzios, Inc.	Grossing	▼28	1	2013-07-06
263	LINE	NAVER Japan Corporation	Free	▼13	1	2013-07-06
263	Ultimate Seeds for Minecraft	Innovative Devs	Paid	▼12	0	2013-07-06
263	Where's My Water?	Disney	Grossing	▼12	1	2013-07-06
264	Video for Kik	NiXPA	Free	▼23	1	2013-07-06
264	Hipstamatic	Hipstamatic, LLC	Paid	▼47	1	2013-07-06
264	The Amazing Spider-Man	Gameloft	Grossing	▼15	1	2013-07-06
265	GasBuddy - Find Cheap Gas Prices	GasBuddy Organization Inc	Free	▼6	0	2013-07-06
265	Skylanders Cloud Patrol	Activision Publishing, Inc.	Paid	▼2	1	2013-07-06
265	Cozi Family Organizer: Calendar and Lists	Cozi	Grossing	▲24	1	2013-07-06
266	Poshmark	Poshmark, Inc.	Free	▼40	0	2013-07-06
266	Skins Creator Pro Editor for Minecraft Game Textures Skin	Seus Corp Ltd.	Paid	▲3	0	2013-07-06
266	Door Slammers Drag Racing	Virtual Dyno	Grossing	▲2	1	2013-07-06
267	Period Tracker Lite	GP Apps	Free	▼24	0	2013-07-06
267	Fooducate Plus - Diet Tracker & Healthy Food Nutrition Scanner	Fooducate, Ltd.	Paid	▼6	0	2013-07-06
267	Palringo Group Messenger	Palringo Limited	Grossing	▲37	1	2013-07-06
268	LivingSocial	LivingSocial	Free	▲9	0	2013-07-06
268	My Weekly Budget - MyWB	AvocSoft LLC	Paid	▼25	0	2013-07-06
268	Gems With Friends	Zynga Inc.	Grossing	▲18	1	2013-07-06
269	Skout - Meet, Chat, Friend	Skout, Inc.	Free	▼15	1	2013-07-06
269	Puffin Web Browser	CloudMosa, Inc.	Paid	▼19	0	2013-07-06
269	The World Ends with You: Solo Remix	SQUARE ENIX	Grossing	▼47	1	2013-07-06
270	textPlus Free Text + Calls : Free Texting + Free Phone Calling + Free International Messenger	textPlus, Inc.	Free	▲72	1	2013-07-06
270	Coach's Eye	TechSmith Corporation	Paid	▲15	0	2013-07-06
270	Home Design Story	TeamLava	Grossing	▼13	1	2013-07-06
271	Redbox	redbox	Free	▼5	0	2013-07-06
271	Chroma key Studio	iDevMobile Tec.	Paid	▼166	0	2013-07-06
271	Family Farm Seaside	Fun+	Grossing	▲19	1	2013-07-06
272	FrameUrLife - Picture Frames + Photo collage	Imagination Unlimited	Free	▼5	1	2013-07-06
272	iMaps+ for Google Maps : Directions, Street View, Places Search and Contacts	Apptility Limited	Paid	▼12	0	2013-07-06
272	The Wall Street Journal.	Dow Jones & Company, Inc.	Grossing	▼11	1	2013-07-06
273	Emoji 2 Emoticons Free + Photo Captions Collage - 300+ New Smiley Symbols & Icons for Messages & Emails	Empire Apps	Free	▲1	1	2013-07-06
273	5-0 Radio Pro Police Scanner (Extra Feeds)	Smartest Apps LLC	Paid	▼19	0	2013-07-06
273	Tree World	Playforge Games LLC	Grossing	▲34	1	2013-07-06
274	Adobe Reader	Adobe	Free	▲48	0	2013-07-06
274	SkyView - Explore the Universe	Terminal Eleven LLC	Paid	▼27	0	2013-07-06
274	Over	Potluck	Grossing	▼1	1	2013-07-06
275	Weather Kitty	CREATIVE SHARK SOFTWARE INC.	Free	▼123	1	2013-07-06
275	Monsters University	Disney	Paid	▲91	1	2013-07-06
275	War of the Fallen	Zynga Inc.	Grossing	▼85	1	2013-07-06
276	Google Drive	Google, Inc.	Free	▲31	1	2013-07-06
276	Vector for iPhone	Nekki	Paid	▲8	1	2013-07-06
276	Flick Home Run !	infinity pocket	Grossing	▼17	1	2013-07-06
277	Talking Angela	Out Fit 7 Ltd.	Free	▼25	1	2013-07-06
277	Face Swap!	Iddiction	Paid	▼10	1	2013-07-06
277	Bodyweight Training: You Are Your Own Gym	Hard Coded Studios	Grossing	▼70	0	2013-07-06
278	Urban Dictionary	Urban Dictionary	Free	▼8	0	2013-07-06
278	AfterLight Pro	Vadim Jabarovskii	Paid	(new)	0	2013-07-06
278	Kings Empire(Deluxe)	Tap4Fun	Grossing	▲80	1	2013-07-06
279	Runtastic GPS Running, Walking & Fitness Tracker	runtastic	Free	=	1	2013-07-06
279	Valkyrie	Bifrost Studios	Paid	▼21	0	2013-07-06
279	Evernote	Evernote	Grossing	▼62	1	2013-07-06
280	Speedtest.net Mobile Speed Test	Ookla	Free	▲3	1	2013-07-06
280	Baby Wonder Weeks Development Calendar	Domus Technica	Paid	▲1	0	2013-07-06
280	Skout - Meet, Chat, Friend	Skout, Inc.	Grossing	▼40	1	2013-07-06
281	PGA Championship	PGA.com	Free	▼13	1	2013-07-06
281	Endless Alphabet	Callaway Digital Arts Inc.	Paid	▼1	1	2013-07-06
281	Photo Editor by Aviary	Aviary	Grossing	▼23	1	2013-07-06
282	Temple Run	Imangi Studios, LLC	Free	▼24	1	2013-07-06
282	Keynote Remote	Apple	Paid	▲29	0	2013-07-06
282	TomTom U.S.A.	TomTom	Grossing	▲36	1	2013-07-06
283	Goodreads	Goodreads	Free	▼12	0	2013-07-06
283	Robot Unicorn Attack	[adult swim]	Paid	▼7	0	2013-07-06
283	7 Little Words	Blue Ox Technologies Ltd.	Grossing	▼1	1	2013-07-06
284	Dots: A Game About Connecting	Betaworks One	Free	▲88	1	2013-07-06
284	Photo Transfer App - Easily move, share and backup pictures and videos over wifi	ERCLab, LLC	Paid	▼28	1	2013-07-06
284	AYI – Are you interested? Date, flirt, and chat with local singles.	SNAP Interactive, Inc.	Grossing	▼42	1	2013-07-06
285	Cut the Rope Free	Chillingo Ltd	Free	▼7	0	2013-07-06
285	Songify	Smule	Paid	▲49	1	2013-07-06
285	Photon Flash Player for iPhone - Flash Video & Games plus Private Web Browser	Appsverse Inc.	Grossing	▲24	0	2013-07-06
286	Lose It!	FitNow	Free	▲39	1	2013-07-06
286	The Fast Metabolism Diet App – Customized meal planning, food lists, and diet tools	Random House Digital, Inc.	Paid	▼46	0	2013-07-06
286	The Whole Pantry	Belle Gibson	Grossing	(new)	0	2013-07-06
287	Talkatone - free phone calls and SMS texting app with Google Voice	TALKATONE, INC.	Free	▲7	1	2013-07-06
287	Footballguys Fantasy Football Draft GM 2013	Sportsguys LLC	Paid	▲28	0	2013-07-06
287	Escape the Titanic - Devious Escape Puzzler	FreshGames, LLC	Grossing	▼60	1	2013-07-06
288	Baby Home Adventure - Mommy’s Little Helper	Kids Fun Club by TabTale	Free	(new)	0	2013-07-06
288	P90X	Beachbody, LLC	Paid	▼33	1	2013-07-06
288	Line2 - A new phone line with calling, texting and business features.	Toktumi, Inc.	Grossing	▼11	1	2013-07-06
289	Walk with Map My Walk - GPS Pedometer for Walking, Jogging, Running, Workout Tracking and Calorie Counter	MapMyFitness	Free	▲11	1	2013-07-06
289	Sleep Time+  Alarm Clock and Sleep Cycle Analysis with Soundscape for Health and Fitness	Azumio Inc.	Paid	▼30	0	2013-07-06
289	Hidden Objects: Gardens of Time	Disney	Grossing	▲43	1	2013-07-06
290	Summer Girl Makeover	Ninjafish Studios	Free	▼28	1	2013-07-06
290	CamCard - Business card scanner & Business card reader & scan card	IntSig Information Co.,Ltd	Paid	▲95	1	2013-07-06
290	Empire: Four Kingdoms	Goodgame Studios	Grossing	▼53	1	2013-07-06
291	H&M	H&M	Free	▲26	0	2013-07-06
291	Sunday Lawn	Donut Games	Paid	▼23	0	2013-07-06
291	App Icons	Matsvei Tsimashenka	Grossing	▼3	0	2013-07-06
292	JackThreads	Thrillist	Free	▼96	0	2013-07-06
292	Infinity Blade II	Chair Entertainment Group, LLC	Paid	▼26	1	2013-07-06
292	Followers + for Instagram - Follow Management Tool for iPhone, iPad, iPod	Tappple	Grossing	▼1	1	2013-07-06
293	Disney Channel Photo Finish	Disney	Free	▲28	1	2013-07-06
293	Doodle Army	Chad Towns	Paid	▼11	0	2013-07-06
293	NASCAR Mobile ‘13	NASCAR Digital Media, LLC	Grossing	▲37	1	2013-07-06
294	Splyce - fancy music player with audio and visual magical powers	InQBarna	Free	▲3	1	2013-07-06
294	Ringtone Designer Pro - Create Unlimited Ringtones, Text Tones, Email Alerts, and More!	BLACKOUT LABS	Paid	▲65	0	2013-07-06
294	Jillian Michaels Slim-Down Solution	Everyday Health, Inc.	Grossing	▼14	1	2013-07-06
295	Adobe Photoshop Express	Adobe	Free	▼14	1	2013-07-06
295	Tiny Cars	Playdino	Paid	▼195	1	2013-07-06
295	Bike Race Pro	Top Free Games	Grossing	▼39	1	2013-07-06
296	FREE Calls with magicJack	magicJack	Free	▲19	0	2013-07-06
296	TripIt - Travel Organizer (no ads)	TripIt	Paid	▲23	1	2013-07-06
296	P90X	Beachbody, LLC	Grossing	▼31	1	2013-07-06
297	>Emoji	Emoji	Free	▲21	1	2013-07-06
297	Sky Tourist	Alexander Lading	Paid	▼20	1	2013-07-06
297	VSCO Cam™	Visual Supply Company	Grossing	▲47	1	2013-07-06
298	CNN App for iPhone	CNN Interactive Group, Inc.	Free	▲18	0	2013-07-06
298	Draw Something 2™	Zynga Inc.	Paid	▲18	1	2013-07-06
298	Rhonna Designs	Rhonna Farrer	Grossing	▼28	0	2013-07-06
299	Surviving High School	Electronic Arts	Free	▲40	1	2013-07-06
299	PicTapGo	Totally Rad! Inc.	Paid	▼12	0	2013-07-06
299	Zombies, Run!	Six to Start	Grossing	▲38	1	2013-07-06
300	Split Lens 2-Clone Yourself in Video/Photo,Make illusion Video/Photo,+Filters&FX!	Loveyouchen	Free	▼55	0	2013-07-06
300	Speed Tracker. GPS Speedometer, HUD and Trip Computer	AppAnnex, LLC	Paid	(new)	0	2013-07-06
300	BLOODMASQUE	SQUARE ENIX	Grossing	▲6	1	2013-07-06
301	The Hobbit: Kingdoms of Middle-earth	Kabam	Free	▼57	1	2013-07-06
301	Fish Out Of Water!	Halfbrick Studios	Paid	▼28	1	2013-07-06
301	Fish with Attitude	Crowdstar Inc	Grossing	▲41	1	2013-07-06
302	Ticketmaster	Ticketmaster	Free	▲11	0	2013-07-06
302	Smosh Super Head Esploder X	Smosh LLC	Paid	▼6	1	2013-07-06
302	Gems With Friends Free	Zynga Inc.	Grossing	▼10	1	2013-07-06
303	Casino Crush!	StachIt	Free	▼217	1	2013-07-06
303	Chat for Google Talk Pro - with Push Notification	TopRankApps Limited	Paid	▲53	0	2013-07-06
303	The Tribez	Game Insight, LLC	Grossing	▼40	1	2013-07-06
304	CVS Pharmacy	CVS Pharmacy	Free	▼31	0	2013-07-06
304	Word Swag - Cool typography & quotes generator for your pic	Oringe Photo & Fonts Caption Co.	Paid	▼14	1	2013-07-06
304	Kingdom Conquest II	SEGA CORPORATION	Grossing	▲116	1	2013-07-06
305	Photo Grid - Collage Maker	Roid App	Free	▼17	0	2013-07-06
305	Instaframe Pro - Photo Collage + Picture Frame Editor for Instagram	Imagination Unlimited	Paid	▲63	0	2013-07-06
305	Modern Combat 4: Zero Hour	Gameloft	Grossing	▼22	1	2013-07-06
306	NFL.com Fantasy Football 2013	NFL Enterprises  LLC	Free	▲2	0	2013-07-06
306	Ricky Carmichael's Motocross Matchup Pro	2XL Games, Inc.	Paid	▼42	1	2013-07-06
306	Guardian Cross	SQUARE ENIX	Grossing	▲39	1	2013-07-06
307	SoundHound	SoundHound, Inc.	Free	▼12	1	2013-07-06
307	SpellTower	Zach Gage	Paid	▲10	0	2013-07-06
307	Kik Messenger	KIK INTERACTIVE INC.	Grossing	▼7	1	2013-07-06
308	Amazon Local	AMZN Mobile LLC	Free	▲15	0	2013-07-06
308	Modern Combat 4: Zero Hour	Gameloft	Paid	▼29	1	2013-07-06
308	RunKeeper - GPS Track Running Walking Cycling	FitnessKeeper, Inc.	Grossing	▼36	1	2013-07-06
309	Quiztones	Audiofile Engineering	Free	(new)	1	2013-07-06
309	The Official ACCUPLACER Study App	The College Board	Paid	▲55	0	2013-07-06
309	LIMBO Game	Playdead	Grossing	▼28	0	2013-07-06
310	Whisper - Share, Express, Meet	WhisperText LLC.	Free	▼23	1	2013-07-06
310	Disney Junior Minnie Mouseke-Puzzles	Disney	Paid	▼15	0	2013-07-06
310	Bingo Run 2	Pixel Dreams	Grossing	▼60	1	2013-07-06
311	Evernote	Evernote	Free	▲18	1	2013-07-06
311	Tom Loves Angela	Out Fit 7 Ltd.	Paid	▼8	0	2013-07-06
311	Call of Duty: Zombies	Activision Publishing, Inc.	Grossing	▼10	1	2013-07-06
312	POF - Free Online Dating	PlentyOfFish	Free	▼20	1	2013-07-06
312	Boxer - Your Inbox for Outlook, Gmail, Exchange, Hotmail, iCloud, Dropbox, Facebook, LinkedIn, Yahoo, AOL & IMAP Email	Taskbox	Paid	▲32	1	2013-07-06
312	Text Free with Textfree: SMS with a Real Phone Number	Pinger, Inc.	Grossing	▲7	1	2013-07-06
313	Amazon Instant Video	AMZN Mobile LLC	Free	▼37	0	2013-07-06
313	WolframAlpha	Wolfram Alpha LLC	Paid	▲28	1	2013-07-06
313	Navigation By Telenav - Telenav GPS Plus	Telenav, Inc.	Grossing	▲35	1	2013-07-06
314	Scout GPS, Maps, Voice Navigation & Traffic	Telenav, Inc.	Free	▼18	1	2013-07-06
314	Cartoon Wars 2: Heroes	BLUE GNC	Paid	▲10	1	2013-07-06
314	Robot Unicorn Attack 2	[adult swim]	Grossing	▼9	1	2013-07-06
315	Fitbit	Fitbit, Inc.	Free	▲5	0	2013-07-06
315	Portal for Farm Heroes Saga Fans	SpankMeApps	Paid	(new)	0	2013-07-06
315	Tiny Monsters™	TinyCo, Inc.	Grossing	▼67	1	2013-07-06
316	Dunkin' Donuts	Dunkin' Donuts	Free	▲10	0	2013-07-06
316	Surviving High School Paid	Electronic Arts	Paid	▲19	1	2013-07-06
316	Best Casino Slots	diwip ltd	Grossing	(new)	1	2013-07-06
317	TripAdvisor Hotels Flights Restaurants	TripAdvisor LLC	Free	▼6	0	2013-07-06
317	World of Cubes - block building game with multiplayer	SolverLabs	Paid	▼15	0	2013-07-06
317	TurboScan: quickly scan multipage documents into high-quality PDFs	Piksoft Inc.	Grossing	▲55	0	2013-07-06
318	iTranslate - free translator & dictionary	Sonico GmbH	Free	▲15	1	2013-07-06
318	Lub vs Dub	Jon McKellan	Paid	▼17	0	2013-07-06
318	Angry Birds Friends	Rovio Entertainment Ltd	Grossing	▲16	1	2013-07-06
319	Space & Time	y-design	Free	▼162	0	2013-07-06
319	Numbers	Apple	Paid	▼15	0	2013-07-06
319	All-in YOGA: 300 Poses & Yoga Classes	Plus Sports	Grossing	▼50	0	2013-07-06
320	Running with Friends Free	Zynga Inc.	Free	▼27	1	2013-07-06
320	Lock Photo+Video Safe Pro - A Secure Folder Manager To Protect My Private Photo Vault & Secret Pic.ture Privacy	Mo Wellin	Paid	▼32	0	2013-07-06
320	The Economist for iPhone	The Economist	Grossing	▼26	1	2013-07-06
321	MLB.com At Bat	MLB.com	Free	▲13	1	2013-07-06
321	Points Calculator for Weight Loss and Exercise with Food Value Nutrition Diet Tracker Calorie Watchers Journal - Lose Weight Online with Mobile Tracking - iTrackBites Pro app by ellisapps	Ellisapps Inc.	Paid	▼24	0	2013-07-06
321	Littlest Pet Shop	Gameloft	Grossing	▲35	1	2013-07-06
322	Video Tube Free for YouTube	Yau You Music Video Professionals - Tube Studio	Free	▼33	0	2013-07-06
322	Videoshop - Video Editor	Joseph Riquelme	Paid	▲32	0	2013-07-06
322	Free and Cheap International Calls & Texting by Voxofon - Call Free App to App, Cheap Calls and International Text, Cheap SMS and Free Messaging, VoIP Call & WiFi Calling	Voxofon LLC	Grossing	▼24	1	2013-07-06
323	SnipSnap Coupon App	SnipSnap	Free	▼60	0	2013-07-06
323	Pocket Yoga	Rainfrog, LLC	Paid	▼5	0	2013-07-06
323	Running for Weight Loss PRO: training plan, GPS, how-to-lose-weight tips by Red Rock Apps	GRINASYS CORP.	Grossing	▼26	0	2013-07-06
324	Hair Salon - Fun Kids games	George CL	Free	▼19	1	2013-07-06
324	"Free Music Download Pro" - Downloader and Player.	Sergey Sokolov	Paid	▲5	0	2013-07-06
324	The Sims 3 Ambitions	Electronic Arts	Grossing	▼13	0	2013-07-06
325	BeFunky Photo Editor	BeFunky	Free	▼40	1	2013-07-06
325	Tank Hero	Clapfoot Inc.	Paid	▼15	0	2013-07-06
325	Numbers	Apple	Grossing	▼4	0	2013-07-06
326	Southwest Airlines	Southwest Airlines Co.	Free	▲18	0	2013-07-06
326	Tinychat	Tinychat	Paid	▼19	0	2013-07-06
326	WeChat	WeChat	Grossing	▼93	1	2013-07-06
327	Snapseed	Nik Software, Inc.	Free	▼17	0	2013-07-06
327	PopStar! - TapTap Stars Top App - Addictive Adventure Match Game	zhai bin	Paid	▲5	0	2013-07-06
327	Doodle Jump	Lima Sky	Grossing	▼3	1	2013-07-06
328	US Airways	US Airways	Free	▼26	0	2013-07-06
328	MotionX GPS	MotionX™	Paid	▲124	1	2013-07-06
328	Private Photo Vault - Ultimate Photo+Video Manager	William Sidell	Grossing	▼12	1	2013-07-06
329	Free Music Download.	Limit Point Software	Free	▼10	0	2013-07-06
329	Secret Apps	Sensible Code	Paid	▲8	0	2013-07-06
329	LEGO Batman: DC Super Heroes	Warner Bros.	Grossing	▼19	1	2013-07-06
330	InstaBlend - The Arty Double Exposure Blender With Instagram Ready Square Frames!	Applause PTY LTD	Free	▼18	1	2013-07-06
330	Ski Safari	Defiant Development	Paid	▲8	1	2013-07-06
330	PEOPLE CelebWatch	Time Inc.	Grossing	▼52	1	2013-07-06
331	ESPN ScoreCenter	ESPN	Free	▼76	0	2013-07-06
331	Cleartune - Chromatic Tuner	Bitcount ltd.	Paid	▲40	0	2013-07-06
331	Block Fortress	Foursaken Media	Grossing	▼2	1	2013-07-06
332	Team Stream	Bleacher Report	Free	▲5	0	2013-07-06
332	My Baby's Beat	Matis inc.	Paid	▼39	0	2013-07-06
332	NBA 2K13	2K Sports	Grossing	▼47	1	2013-07-06
333	Wanelo Shopping	Wanelo, Inc.	Free	▲10	0	2013-07-06
333	JotNot Scanner Pro: scan multipage documents to PDF	MobiTech 3000 LLC	Paid	▲10	1	2013-07-06
333	What's the Word? - new quiz with pics and word	RedSpell	Grossing	▲37	1	2013-07-06
334	Fitness Buddy FREE : 300+ Exercise Workout Journal	Azumio Inc.	Free	▼6	0	2013-07-06
334	AgingBooth	PiVi & Co	Paid	▼12	0	2013-07-06
334	Tiger Woods PGA TOUR® 12	Electronic Arts	Grossing	▲4	1	2013-07-06
335	Planet Plop	PiVi & Co	Free	=	0	2013-07-06
335	FlightTrack – Live Flight Status Tracker by Mobiata	Ben Kazez	Paid	▼7	1	2013-07-06
335	InstaFollow For Instagram - Followers and Unfollowers Tracker for iPhone, iPad and iPod	NoApostroph3s LLC	Grossing	▲14	1	2013-07-06
336	Ringtone Maker - Make free ringtones from your music!	Zentertain Ltd.	Free	▲14	1	2013-07-06
336	Alarm Clock HD	Alarm Clock Company	Paid	▼11	0	2013-07-06
336	HotSchedules	HotSchedules	Grossing	▲10	0	2013-07-06
337	Racing Penguin, Flying Free - by Top Free Games	Top Free Games	Free	▼7	1	2013-07-06
337	Jumping Finn Turbo - Adventure Time	Cartoon Network	Paid	▲26	0	2013-07-06
337	MovieStarPlanet	MovieStarPlanet	Grossing	▼1	1	2013-07-06
